PerceptionOfWeight,BMIPCT,WeightPerception
2,47.13837771,Slightly underweight
2,20.76860603,Slightly underweight
2,19.57305413,Slightly underweight
3,39.29837369,About the right weight
2,17.94022959,Slightly underweight
3,63.31177575,About the right weight
4,98.27574094,Slightly overweight
3,25.25035825,About the right weight
3,54.85375799,About the right weight
4,77.43728561,Slightly overweight
4,98.57848685,Slightly overweight
3,57.22512416,About the right weight
3,47.28464354,About the right weight
3,90.74566924,About the right weight
3,68.46914024,About the right weight
3,12.91992517,About the right weight
3,63.30381582,About the right weight
3,88.7644516,About the right weight
3,75.68396476,About the right weight
3,14.6583099,About the right weight
5,92.14403038,Very overweight
3,78.83713773,About the right weight
3,75.11573491,About the right weight
3,77.31131058,About the right weight
3,78.4900592,About the right weight
4,86.18255142,Slightly overweight
3,90.94375293,About the right weight
3,62.95970228,About the right weight
3,92.06807736,About the right weight
2,5.901753201,Slightly underweight
4,87.97784219,Slightly overweight
3,71.24184164,About the right weight
3,17.61737062,About the right weight
3,52.85458427,About the right weight
4,95.46907745,Slightly overweight
3,41.98150796,About the right weight
3,13.85179948,About the right weight
3,68.83869584,About the right weight
4,88.51068606,Slightly overweight
4,73.65945206,Slightly overweight
4,35.66865835,Slightly overweight
3,46.19583969,About the right weight
3,35.1066592,About the right weight
3,57.60270767,About the right weight
3,62.8727162,About the right weight
3,69.87171391,About the right weight
3,45.29329976,About the right weight
3,40.5504485,About the right weight
3,61.46573111,About the right weight
3,66.66766598,About the right weight
3,73.14913991,About the right weight
3,66.95017509,About the right weight
3,83.86652792,About the right weight
2,34.10784442,Slightly underweight
2,80.47617765,Slightly underweight
3,83.06018323,About the right weight
3,60.50842316,About the right weight
5,99.04493141,Very overweight
4,99.38690541,Slightly overweight
3,94.72887813,About the right weight
3,24.2039299,About the right weight
3,83.91905866,About the right weight
4,89.08557861,Slightly overweight
3,56.12875598,About the right weight
2,6.265661933,Slightly underweight
3,20.16159882,About the right weight
4,86.12409964,Slightly overweight
3,99.17766838,About the right weight
3,17.46290341,About the right weight
4,90.63414561,Slightly overweight
3,61.05151517,About the right weight
3,20.41671842,About the right weight
4,76.61594979,Slightly overweight
2,41.37528523,Slightly underweight
3,28.32935426,About the right weight
3,69.53245093,About the right weight
3,22.51813463,About the right weight
3,90.17712208,About the right weight
3,36.79918713,About the right weight
1,15.54898951,Very underweight
2,66.76021312,Slightly underweight
3,11.91054027,About the right weight
3,78.34687117,About the right weight
2,58.18521241,Slightly underweight
2,14.02708141,Slightly underweight
3,63.35195197,About the right weight
4,99.25064592,Slightly overweight
3,54.36795158,About the right weight
3,86.48349966,About the right weight
3,54.236927,About the right weight
3,68.13816439,About the right weight
3,26.68403934,About the right weight
2,25.70763057,Slightly underweight
3,57.28598215,About the right weight
4,89.23519997,Slightly overweight
3,15.53240804,About the right weight
3,81.69310864,About the right weight
2,18.46382222,Slightly underweight
2,23.20778037,Slightly underweight
4,53.20245682,Slightly overweight
5,98.44721105,Very overweight
3,43.36390952,About the right weight
4,87.18889527,Slightly overweight
4,99.20064253,Slightly overweight
3,37.94737315,About the right weight
5,98.44322633,Very overweight
3,48.98596485,About the right weight
4,88.43602065,Slightly overweight
3,87.32139369,About the right weight
3,73.30661232,About the right weight
3,76.14709716,About the right weight
3,21.67031209,About the right weight
3,34.10784442,About the right weight
2,12.10331267,Slightly underweight
3,90.37184496,About the right weight
3,42.79220671,About the right weight
2,47.28464354,Slightly underweight
4,95.10060458,Slightly overweight
3,94.52660879,About the right weight
2,5.08636174,Slightly underweight
4,94.99242997,Slightly overweight
4,87.31476374,Slightly overweight
4,80.06893476,Slightly overweight
4,97.45517979,Slightly overweight
4,70.67451976,Slightly overweight
4,77.88268248,Slightly overweight
4,71.88874208,Slightly overweight
3,23.65339914,About the right weight
4,83.06982867,Slightly overweight
4,88.46785749,Slightly overweight
3,24.69556334,About the right weight
3,51.08706269,About the right weight
4,86.8586048,Slightly overweight
3,40.79455963,About the right weight
3,51.32765319,About the right weight
4,88.53323553,Slightly overweight
3,36.41834536,About the right weight
3,65.04131108,About the right weight
3,68.0682032,About the right weight
2,45.29941242,Slightly underweight
3,66.66766598,About the right weight
3,32.35454194,About the right weight
2,25.58313701,Slightly underweight
2,97.84509237,Slightly underweight
4,55.43952605,Slightly overweight
5,98.65514685,Very overweight
3,74.85709219,About the right weight
3,50.34303343,About the right weight
4,15.1779208,Slightly overweight
3,23.65339914,About the right weight
3,40.69839771,About the right weight
5,98.52899359,Very overweight
2,34.59146656,Slightly underweight
3,88.95708645,About the right weight
3,47.22319469,About the right weight
3,93.26943276,About the right weight
3,94.03000955,About the right weight
4,79.30626093,Slightly overweight
4,86.68831688,Slightly overweight
4,87.02647953,Slightly overweight
4,44.95264333,Slightly overweight
3,52.03783328,About the right weight
3,54.81893823,About the right weight
3,38.84735987,About the right weight
3,43.63390292,About the right weight
5,59.72383084,Very overweight
4,62.48035985,Slightly overweight
3,43.63390292,About the right weight
3,63.48927185,About the right weight
4,74.34578782,Slightly overweight
4,78.13156862,Slightly overweight
3,71.65336161,About the right weight
2,25.42919289,Slightly underweight
3,50.92911636,About the right weight
3,46.66948125,About the right weight
2,40.72196729,Slightly underweight
3,32.35454194,About the right weight
4,96.61958946,Slightly overweight
3,41.76200357,About the right weight
4,99.54353781,Slightly overweight
4,96.98288299,Slightly overweight
3,92.18630697,About the right weight
2,63.80400179,Slightly underweight
5,99.32950158,Very overweight
3,58.07262747,About the right weight
3,50.41309274,About the right weight
4,97.92871792,Slightly overweight
3,95.05072248,About the right weight
4,68.36945909,Slightly overweight
4,76.12920997,Slightly overweight
3,48.48588362,About the right weight
4,92.75239448,Slightly overweight
2,57.7634963,Slightly underweight
4,75.41427172,Slightly overweight
3,75.23744118,About the right weight
3,96.3004316,About the right weight
5,96.22126431,Very overweight
4,96.2739447,Slightly overweight
2,40.07525181,Slightly underweight
4,57.76940034,Slightly overweight
3,20.76860603,About the right weight
4,87.58322745,Slightly overweight
2,45.1520129,Slightly underweight
3,59.75373678,About the right weight
5,95.04052672,Very overweight
3,5.086495135,About the right weight
3,25.70763057,About the right weight
3,19.47297454,About the right weight
4,98.39556937,Slightly overweight
3,91.62890905,About the right weight
3,64.22682777,About the right weight
4,97.04821528,Slightly overweight
2,24.74468341,Slightly underweight
3,75.7094979,About the right weight
3,57.7634963,About the right weight
4,98.6229184,Slightly overweight
3,71.88886111,About the right weight
4,97.96732504,Slightly overweight
3,71.50005362,About the right weight
3,76.13757745,About the right weight
3,72.27212496,About the right weight
3,76.44732558,About the right weight
3,38.13156894,About the right weight
3,90.25530239,About the right weight
3,69.88257682,About the right weight
3,64.26150224,About the right weight
2,98.64459528,Slightly underweight
3,28.54864874,About the right weight
4,72.16135334,Slightly overweight
3,71.40661886,About the right weight
3,90.52601655,About the right weight
3,71.41544094,About the right weight
3,45.29941242,About the right weight
3,73.82113136,About the right weight
3,87.76959561,About the right weight
3,52.41155379,About the right weight
3,61.64162643,About the right weight
3,67.48018081,About the right weight
3,74.22155378,About the right weight
3,70.07852644,About the right weight
2,50.87045271,Slightly underweight
4,93.55841952,Slightly overweight
3,79.19538136,About the right weight
5,98.88985673,Very overweight
5,98.1460872,Very overweight
3,84.84665926,About the right weight
4,97.62057642,Slightly overweight
2,24.19083228,Slightly underweight
4,92.61569365,Slightly overweight
2,37.96185911,Slightly underweight
3,36.8619196,About the right weight
3,55.7534678,About the right weight
4,83.27464083,Slightly overweight
2,9.585656187,Slightly underweight
3,70.84066228,About the right weight
4,71.40661886,Slightly overweight
3,44.29519256,About the right weight
4,59.02079621,Slightly overweight
4,84.61437224,Slightly overweight
3,66.72581086,About the right weight
2,16.94993769,Slightly underweight
3,25.70763057,About the right weight
4,89.59113592,Slightly overweight
4,76.1728684,Slightly overweight
4,98.64353547,Slightly overweight
3,72.60095123,About the right weight
2,59.20622433,Slightly underweight
2,27.63258692,Slightly underweight
3,78.52962614,About the right weight
2,51.7428672,Slightly underweight
4,95.9775916,Slightly overweight
5,99.75725428,Very overweight
4,94.79049664,Slightly overweight
3,23.10048656,About the right weight
3,97.91616983,About the right weight
3,17.93321779,About the right weight
3,62.27885472,About the right weight
2,52.96298965,Slightly underweight
3,57.52992298,About the right weight
3,52.08583923,About the right weight
4,91.74867665,Slightly overweight
3,44.87060316,About the right weight
4,95.74192503,Slightly overweight
3,48.78013478,About the right weight
4,87.85531315,Slightly overweight
3,37.18895874,About the right weight
3,52.85458427,About the right weight
4,91.45626301,Slightly overweight
4,78.82741877,Slightly overweight
3,41.98150796,About the right weight
5,97.40429537,Very overweight
3,9.166422739,About the right weight
4,83.86594073,Slightly overweight
4,99.69964941,Slightly overweight
3,94.22723364,About the right weight
3,79.36575134,About the right weight
2,61.12521977,Slightly underweight
3,58.87622836,About the right weight
3,60.88256096,About the right weight
3,41.76200357,About the right weight
4,99.45866117,Slightly overweight
3,56.12875598,About the right weight
3,89.23352868,About the right weight
3,33.25918052,About the right weight
4,99.57418334,Slightly overweight
3,46.1848097,About the right weight
2,68.33176627,Slightly underweight
4,97.26219433,Slightly overweight
3,51.77995186,About the right weight
3,98.31539033,About the right weight
2,27.10908769,Slightly underweight
2,23.65339914,Slightly underweight
3,91.91272625,About the right weight
2,37.41808551,Slightly underweight
4,96.08247322,Slightly overweight
4,97.53583218,Slightly overweight
4,74.23946269,Slightly overweight
3,50.87045271,About the right weight
3,66.72581086,About the right weight
3,62.47075585,About the right weight
4,82.85855127,Slightly overweight
4,97.45264335,Slightly overweight
2,19.81929446,Slightly underweight
3,97.697802,About the right weight
4,95.33664298,Slightly overweight
3,92.1853654,About the right weight
4,98.40324857,Slightly overweight
4,99.40020157,Slightly overweight
3,33.05049209,About the right weight
4,97.1084204,Slightly overweight
2,27.57233516,Slightly underweight
3,35.48539341,About the right weight
3,8.844227367,About the right weight
3,77.20364961,About the right weight
4,85.34776744,Slightly overweight
3,63.97414542,About the right weight
3,5.784497241,About the right weight
4,79.26538475,Slightly overweight
3,84.05862686,About the right weight
2,6.915720496,Slightly underweight
3,76.4894434,About the right weight
4,80.3927078,Slightly overweight
4,85.29469889,Slightly overweight
4,96.55412822,Slightly overweight
3,53.96737126,About the right weight
3,31.05604841,About the right weight
4,85.3639689,Slightly overweight
2,13.45885767,Slightly underweight
3,62.81069922,About the right weight
3,66.76021312,About the right weight
3,51.74396482,About the right weight
5,99.69353586,Very overweight
3,12.29980685,About the right weight
3,62.99923985,About the right weight
4,90.00861142,Slightly overweight
3,39.00910544,About the right weight
3,43.14984367,About the right weight
3,78.8652418,About the right weight
3,72.98083347,About the right weight
3,63.97414542,About the right weight
3,75.0530445,About the right weight
3,40.85216047,About the right weight
4,90.89468397,Slightly overweight
3,26.07044048,About the right weight
3,33.05049209,About the right weight
3,68.58082347,About the right weight
3,66.94864532,About the right weight
3,73.05961868,About the right weight
4,91.86658501,Slightly overweight
4,95.70235871,Slightly overweight
2,52.25342381,Slightly underweight
2,89.41877746,Slightly underweight
5,99.58606024,Very overweight
3,71.18192791,About the right weight
3,62.71201935,About the right weight
3,94.02094456,About the right weight
3,49.31286868,About the right weight
4,98.51277534,Slightly overweight
4,82.60338502,Slightly overweight
3,4.86964072,About the right weight
3,88.48320377,About the right weight
3,36.8619196,About the right weight
3,47.22319469,About the right weight
3,84.41178425,About the right weight
4,93.62257815,Slightly overweight
4,97.45319613,Slightly overweight
5,27.95943151,Very overweight
3,64.9623322,About the right weight
3,32.81098818,About the right weight
3,77.04936127,About the right weight
2,7.610620506,Slightly underweight
5,70.40604141,Very overweight
3,53.50194471,About the right weight
3,69.14575628,About the right weight
3,87.28304242,About the right weight
3,65.22758067,About the right weight
3,31.51531564,About the right weight
3,92.43894051,About the right weight
3,92.40387152,About the right weight
3,83.8443561,About the right weight
4,95.35210358,Slightly overweight
3,79.52427005,About the right weight
3,67.33594521,About the right weight
4,97.9696822,Slightly overweight
4,76.28817411,Slightly overweight
3,9.826057182,About the right weight
3,52.00817272,About the right weight
2,52.03783328,Slightly underweight
3,51.08706269,About the right weight
3,83.90660452,About the right weight
4,83.45551184,Slightly overweight
3,49.20619657,About the right weight
4,97.45319613,Slightly overweight
3,57.65945829,About the right weight
3,61.12521977,About the right weight
3,92.69214213,About the right weight
3,7.795843149,About the right weight
3,76.12248364,About the right weight
3,80.90775091,About the right weight
4,99.54731513,Slightly overweight
3,68.83070878,About the right weight
4,96.87222741,Slightly overweight
2,37.55228267,Slightly underweight
3,67.61531882,About the right weight
4,98.85282379,Slightly overweight
3,94.60980443,About the right weight
4,96.45674953,Slightly overweight
3,83.57086706,About the right weight
4,98.06886403,Slightly overweight
3,57.65945829,About the right weight
3,77.91537579,About the right weight
3,28.59746673,About the right weight
4,96.22862709,Slightly overweight
4,98.49849827,Slightly overweight
5,98.75128569,Very overweight
4,83.30380638,Slightly overweight
2,13.35510653,Slightly underweight
4,89.4936777,Slightly overweight
4,74.34578782,Slightly overweight
3,42.35560365,About the right weight
4,98.26889208,Slightly overweight
3,42.1484795,About the right weight
3,53.20245682,About the right weight
4,83.06926617,Slightly overweight
3,15.53240804,About the right weight
3,43.14984367,About the right weight
3,38.13969216,About the right weight
2,4.570735781,Slightly underweight
1,87.44951172,Very underweight
5,98.54688551,Very overweight
3,61.12521977,About the right weight
2,12.80506491,Slightly underweight
4,99.18115262,Slightly overweight
2,40.5504485,Slightly underweight
3,51.7428672,About the right weight
3,81.28606112,About the right weight
3,73.6816322,About the right weight
3,12.35928755,About the right weight
5,97.88467832,Very overweight
3,51.32765319,About the right weight
3,53.2684037,About the right weight
4,98.71467716,Slightly overweight
3,80.60917805,About the right weight
5,98.11330021,Very overweight
3,77.26466634,About the right weight
3,66.72581086,About the right weight
3,83.57086706,About the right weight
5,98.58464673,Very overweight
3,45.94823752,About the right weight
3,66.08825915,About the right weight
3,10.99453961,About the right weight
3,10.99453961,About the right weight
3,85.29469889,About the right weight
3,47.9840088,About the right weight
3,86.37201124,About the right weight
3,54.04791735,About the right weight
3,96.35496723,About the right weight
3,37.55228267,About the right weight
3,95.0351687,About the right weight
3,74.16259684,About the right weight
3,89.08334673,About the right weight
4,97.28977513,Slightly overweight
3,94.18563779,About the right weight
4,98.95528436,Slightly overweight
5,98.88586119,Very overweight
3,84.96007198,About the right weight
3,64.71334988,About the right weight
3,42.1484795,About the right weight
3,34.53400478,About the right weight
3,94.79064882,About the right weight
3,83.91905866,About the right weight
3,91.97158547,About the right weight
4,98.6366389,Slightly overweight
4,91.80020265,Slightly overweight
3,32.17782502,About the right weight
3,63.5095513,About the right weight
3,92.59985649,About the right weight
2,46.2734882,Slightly underweight
4,69.5988229,Slightly overweight
4,97.4004263,Slightly overweight
2,43.30369499,Slightly underweight
4,97.43758591,Slightly overweight
3,87.87854754,About the right weight
3,0.929557116,About the right weight
3,25.53707289,About the right weight
3,57.95910476,About the right weight
4,94.19883346,Slightly overweight
4,98.55640316,Slightly overweight
3,74.77496983,About the right weight
3,67.24002801,About the right weight
3,78.75181773,About the right weight
3,45.29329976,About the right weight
3,88.13215349,About the right weight
4,99.54352038,Slightly overweight
3,78.35309341,About the right weight
3,62.39033084,About the right weight
3,76.56454492,About the right weight
3,76.13913858,About the right weight
3,55.87295671,About the right weight
3,61.00492226,About the right weight
3,83.86594073,About the right weight
5,96.11741722,Very overweight
3,61.99475713,About the right weight
3,98.77391932,About the right weight
3,72.40258838,About the right weight
2,54.63077194,Slightly underweight
3,61.19590386,About the right weight
5,99.02108621,Very overweight
4,86.77254657,Slightly overweight
4,89.58309072,Slightly overweight
2,14.37822027,Slightly underweight
4,96.02667209,Slightly overweight
5,82.38806861,Very overweight
3,84.17926903,About the right weight
2,33.10249599,Slightly underweight
3,57.47968392,About the right weight
3,38.19455451,About the right weight
3,92.39337265,About the right weight
3,30.67625774,About the right weight
4,98.7537901,Slightly overweight
2,30.65152815,Slightly underweight
3,74.45590053,About the right weight
4,98.75061094,Slightly overweight
2,93.26857475,Slightly underweight
3,87.66542983,About the right weight
4,95.41000401,Slightly overweight
3,79.6996478,About the right weight
3,63.41242342,About the right weight
4,81.87688043,Slightly overweight
4,48.517711,Slightly overweight
3,33.10249599,About the right weight
3,65.18294598,About the right weight
4,99.46070778,Slightly overweight
3,69.06164596,About the right weight
3,66.08178759,About the right weight
3,81.84947412,About the right weight
4,93.04210866,Slightly overweight
2,19.47297454,Slightly underweight
3,57.0210877,About the right weight
4,93.85224358,Slightly overweight
4,99.72291252,Slightly overweight
2,19.64382031,Slightly underweight
3,46.07997675,About the right weight
3,78.58439332,About the right weight
3,90.69075623,About the right weight
4,95.75709653,Slightly overweight
3,92.0123153,About the right weight
3,70.7433751,About the right weight
3,43.15546548,About the right weight
3,5.580176718,About the right weight
3,55.80107617,About the right weight
3,78.75181773,About the right weight
4,96.20990788,Slightly overweight
3,48.32468565,About the right weight
3,35.66865835,About the right weight
3,46.07997675,About the right weight
3,82.19258456,About the right weight
3,40.85194501,About the right weight
4,5.259849103,Slightly overweight
4,73.65945206,Slightly overweight
3,42.9070731,About the right weight
3,28.01092293,About the right weight
3,56.4762692,About the right weight
2,14.37822027,Slightly underweight
3,39.9715367,About the right weight
3,56.49333062,About the right weight
3,48.98596485,About the right weight
3,73.28808125,About the right weight
4,62.27885472,Slightly overweight
4,61.09642433,Slightly overweight
3,86.48966513,About the right weight
4,98.84349383,Slightly overweight
4,78.52329339,Slightly overweight
3,60.66321529,About the right weight
4,97.93367044,Slightly overweight
4,78.35309341,Slightly overweight
4,83.83640914,Slightly overweight
3,77.20364961,About the right weight
4,65.84221705,Slightly overweight
2,16.07384529,Slightly underweight
3,30.69589607,About the right weight
2,14.81753874,Slightly underweight
3,67.65550199,About the right weight
4,86.02675338,Slightly overweight
2,81.0700108,Slightly underweight
3,84.94714487,About the right weight
3,27.90530303,About the right weight
3,76.78280631,About the right weight
3,55.78984744,About the right weight
4,85.98757411,Slightly overweight
3,47.13837771,About the right weight
3,69.84285364,About the right weight
4,97.66610716,Slightly overweight
3,98.12670318,About the right weight
3,33.17546115,About the right weight
1,59.36187206,Very underweight
4,15.52806328,Slightly overweight
4,83.06926617,Slightly overweight
3,26.55639437,About the right weight
4,87.60504502,Slightly overweight
3,78.97182509,About the right weight
3,19.48598194,About the right weight
3,54.59226081,About the right weight
1,25.58698142,Very underweight
3,91.66386894,About the right weight
3,82.7028977,About the right weight
3,52.82514857,About the right weight
3,87.8987,About the right weight
3,13.38047079,About the right weight
3,48.8563915,About the right weight
2,68.46914024,Slightly underweight
4,98.57684626,Slightly overweight
4,99.22859968,Slightly overweight
2,42.79220671,Slightly underweight
3,43.71575113,About the right weight
4,95.95794077,Slightly overweight
2,61.00492226,Slightly underweight
4,93.87468769,Slightly overweight
4,75.41427172,Slightly overweight
3,61.88431836,About the right weight
3,2.76677126,About the right weight
3,10.79505704,About the right weight
3,26.68936925,About the right weight
2,31.37615111,Slightly underweight
3,3.539030746,About the right weight
5,37.86086693,Very overweight
4,74.80792049,Slightly overweight
3,66.72581086,About the right weight
3,44.35698162,About the right weight
4,69.23037829,Slightly overweight
4,98.10020721,Slightly overweight
3,85.37867038,About the right weight
5,98.76866042,Very overweight
3,70.1846005,About the right weight
3,74.42424318,About the right weight
3,40.5504485,About the right weight
3,94.51177834,About the right weight
3,1.626257173,About the right weight
3,74.35426883,About the right weight
4,98.8000269,Slightly overweight
4,92.46529889,Slightly overweight
3,62.32337542,About the right weight
3,57.45496513,About the right weight
4,48.48588362,Slightly overweight
3,68.02339104,About the right weight
3,61.11298954,About the right weight
2,9.60866394,Slightly underweight
4,82.19258456,Slightly overweight
3,13.9696424,About the right weight
3,88.28166178,About the right weight
3,28.36503577,About the right weight
3,32.67138795,About the right weight
2,97.10229155,Slightly underweight
3,34.21869952,About the right weight
3,38.55106588,About the right weight
4,94.1589128,Slightly overweight
4,77.26466634,Slightly overweight
2,85.27938216,Slightly underweight
5,99.35130299,Very overweight
4,96.18360059,Slightly overweight
3,68.13816439,About the right weight
4,98.00219755,Slightly overweight
4,94.7692501,Slightly overweight
1,31.69146229,Very underweight
3,40.07525181,About the right weight
3,70.94099756,About the right weight
3,90.70856779,About the right weight
3,73.97695278,About the right weight
3,50.14851643,About the right weight
4,94.56618555,Slightly overweight
2,21.67031209,Slightly underweight
2,54.30602685,Slightly underweight
4,95.26378979,Slightly overweight
3,56.52032716,About the right weight
4,65.88575167,Slightly overweight
3,80.83682069,About the right weight
3,68.28334828,About the right weight
5,93.94831623,Very overweight
4,89.9964869,Slightly overweight
3,29.94956941,About the right weight
3,94.37294768,About the right weight
3,19.95310743,About the right weight
3,63.10741439,About the right weight
3,25.66481149,About the right weight
3,80.50659742,About the right weight
4,91.89342822,Slightly overweight
3,88.01784697,About the right weight
3,99.07953216,About the right weight
3,27.48917336,About the right weight
3,79.44842029,About the right weight
3,51.28932037,About the right weight
3,95.21993357,About the right weight
3,96.43469449,About the right weight
3,41.41134339,About the right weight
3,62.20949468,About the right weight
1,87.95841164,Very underweight
4,95.77143702,Slightly overweight
3,38.60495566,About the right weight
3,94.76146621,About the right weight
1,98.42558696,Very underweight
1,66.62027906,Very underweight
3,59.75373678,About the right weight
2,99.387088,Slightly underweight
3,97.697802,About the right weight
4,99.73612918,Slightly overweight
3,4.803568921,About the right weight
2,80.59668985,Slightly underweight
2,2.860725811,Slightly underweight
3,35.43738756,About the right weight
3,72.08322728,About the right weight
3,87.02647953,About the right weight
3,23.65339914,About the right weight
3,69.86952348,About the right weight
3,84.03120163,About the right weight
3,48.87334836,About the right weight
2,60.9709885,Slightly underweight
2,82.31303268,Slightly underweight
3,65.43337435,About the right weight
2,21.84739911,Slightly underweight
3,86.43676218,About the right weight
5,34.10784442,Very overweight
4,58.80316684,Slightly overweight
4,82.1545869,Slightly overweight
4,52.85458427,Slightly overweight
3,88.66598382,About the right weight
3,38.13156894,About the right weight
3,85.77710766,About the right weight
4,97.4359467,Slightly overweight
3,75.42161697,About the right weight
3,78.93934688,About the right weight
2,19.66638439,Slightly underweight
2,63.81111277,Slightly underweight
2,40.05564445,Slightly underweight
3,95.86350969,About the right weight
3,15.52368583,About the right weight
3,19.64801236,About the right weight
3,87.98815832,About the right weight
3,96.26277604,About the right weight
4,79.52653902,Slightly overweight
3,95.33664298,About the right weight
4,96.2428749,Slightly overweight
3,82.70481706,About the right weight
3,85.93465272,About the right weight
4,83.57367457,Slightly overweight
3,35.66865835,About the right weight
4,47.49270385,Slightly overweight
4,92.09238408,Slightly overweight
2,13.9696424,Slightly underweight
4,71.71622116,Slightly overweight
3,98.36208331,About the right weight
3,72.36220244,About the right weight
3,59.47628526,About the right weight
1,99.14561406,Very underweight
3,74.79862377,About the right weight
3,96.91216617,About the right weight
3,33.10249599,About the right weight
3,50.14851643,About the right weight
4,66.5318241,Slightly overweight
4,94.2759146,Slightly overweight
5,99.39755547,Very overweight
3,45.29941242,About the right weight
5,85.49144509,Very overweight
4,0.561728932,Slightly overweight
3,5.205666433,About the right weight
4,94.49838845,Slightly overweight
2,45.91878523,Slightly underweight
3,5.165849984,About the right weight
3,36.05467439,About the right weight
2,93.90236056,Slightly underweight
4,72.21362837,Slightly overweight
3,98.09588337,About the right weight
4,94.25583977,Slightly overweight
5,98.60730006,Very overweight
4,96.43490286,Slightly overweight
3,93.76273186,About the right weight
3,74.42424318,About the right weight
3,69.77678882,About the right weight
2,25.54426508,Slightly underweight
3,51.7428672,About the right weight
3,92.89279363,About the right weight
3,1.626257173,About the right weight
3,21.08701585,About the right weight
4,92.12085012,Slightly overweight
4,72.21362837,Slightly overweight
3,74.77496983,About the right weight
3,5.281255376,About the right weight
3,21.1789836,About the right weight
4,83.77982268,Slightly overweight
4,94.42088905,Slightly overweight
2,9.166422739,Slightly underweight
3,53.20245682,About the right weight
4,95.35140049,Slightly overweight
3,89.7600136,About the right weight
3,45.26162121,About the right weight
4,94.98144459,Slightly overweight
4,79.60759792,Slightly overweight
4,87.30612809,Slightly overweight
4,86.88318958,Slightly overweight
3,51.99882236,About the right weight
2,17.43750439,Slightly underweight
3,68.97887206,About the right weight
3,49.72255359,About the right weight
2,67.45640015,Slightly underweight
2,13.32950299,Slightly underweight
3,75.69056427,About the right weight
3,54.38998582,About the right weight
3,42.79220671,About the right weight
3,45.33714908,About the right weight
4,90.31507406,Slightly overweight
3,66.05293614,About the right weight
3,51.07051564,About the right weight
4,99.51501213,Slightly overweight
1,49.28651193,Very underweight
4,94.9236,Slightly overweight
3,90.73457158,About the right weight
3,5.086495135,About the right weight
4,92.83424307,Slightly overweight
3,46.60251916,About the right weight
3,57.95910476,About the right weight
3,23.81912584,About the right weight
3,72.36921722,About the right weight
3,69.5957294,About the right weight
4,99.29197622,Slightly overweight
3,82.37104942,About the right weight
3,76.72045861,About the right weight
4,97.11968904,Slightly overweight
5,83.77982268,Very overweight
4,91.84480724,Slightly overweight
3,98.30550734,About the right weight
3,4.623440432,About the right weight
3,47.36951916,About the right weight
2,13.25743495,Slightly underweight
4,99.16693778,Slightly overweight
3,10.71269185,About the right weight
4,96.39064078,Slightly overweight
4,98.35228845,Slightly overweight
3,78.97948646,About the right weight
3,36.18452036,About the right weight
3,81.97672505,About the right weight
2,71.86325702,Slightly underweight
2,33.10249599,Slightly underweight
4,95.15545676,Slightly overweight
3,38.13469566,About the right weight
4,90.98325619,Slightly overweight
4,88.95240548,Slightly overweight
5,96.94902892,Very overweight
4,89.95541728,Slightly overweight
3,25.09923397,About the right weight
3,33.66779009,About the right weight
2,23.52098729,Slightly underweight
4,77.7669271,Slightly overweight
3,14.95820722,About the right weight
4,87.83031144,Slightly overweight
4,96.47631529,Slightly overweight
4,95.63240476,Slightly overweight
2,8.872856689,Slightly underweight
2,48.66934789,Slightly underweight
3,81.7100925,About the right weight
4,94.18182268,Slightly overweight
2,60.64474404,Slightly underweight
3,19.43625279,About the right weight
4,98.81666886,Slightly overweight
3,84.0560604,About the right weight
3,74.74124853,About the right weight
5,81.55152509,Very overweight
3,35.68385606,About the right weight
4,77.65469287,Slightly overweight
3,21.293857,About the right weight
3,74.75823766,About the right weight
2,24.92124987,Slightly underweight
3,67.16680562,About the right weight
2,22.00897479,Slightly underweight
3,80.19448455,About the right weight
3,87.87850996,About the right weight
3,48.39929751,About the right weight
3,57.31734359,About the right weight
3,42.1484795,About the right weight
3,52.93975746,About the right weight
3,46.48345897,About the right weight
4,90.38448819,Slightly overweight
3,59.36187206,About the right weight
3,40.05564445,About the right weight
3,83.83716201,About the right weight
3,97.66555793,About the right weight
3,94.25583977,About the right weight
3,42.88471454,About the right weight
4,97.43758591,Slightly overweight
4,97.83486502,Slightly overweight
4,98.41070272,Slightly overweight
2,17.94022959,Slightly underweight
2,60.47945217,Slightly underweight
2,49.07165942,Slightly underweight
3,82.389679,About the right weight
3,62.21357175,About the right weight
2,9.166422739,Slightly underweight
3,27.97089061,About the right weight
5,98.20843328,Very overweight
2,3.484393708,Slightly underweight
3,47.13225379,About the right weight
4,95.71269842,Slightly overweight
2,15.52208415,Slightly underweight
3,86.48349966,About the right weight
3,46.34039738,About the right weight
2,34.52856862,Slightly underweight
4,90.31507406,Slightly overweight
3,30.29781056,About the right weight
2,42.54722762,Slightly underweight
4,92.38597328,Slightly overweight
4,71.98123934,Slightly overweight
4,94.08124471,Slightly overweight
4,45.23145513,Slightly overweight
3,35.75781836,About the right weight
3,57.00752646,About the right weight
3,60.75872902,About the right weight
2,18.1526953,Slightly underweight
4,83.35027142,Slightly overweight
3,53.96737126,About the right weight
3,67.95392435,About the right weight
4,89.22539268,Slightly overweight
5,99.2021726,Very overweight
3,85.48805015,About the right weight
3,62.8727162,About the right weight
3,65.01123559,About the right weight
3,33.86369686,About the right weight
3,63.85013973,About the right weight
4,87.87850996,Slightly overweight
4,93.85224358,Slightly overweight
